,id,name,description,pic_url,total_comics,total_series,total_stories,total_events
1009719,1009719,Wonder Man,"Simon Williams agreed to undergo an experiment to give him superhuman powers, and Baron Zemo gave him the costumed guise of Wonder Man, warning Simon that he would die without further treatments from Zemo in order to ensure his loyalty, but Simon betrayed Zemo to the Avengers and ultimately joined their ranks.",http://i.annihil.us/u/prod/marvel/i/mg/5/40/4ce5a205a2322.jpg,260,92,314,8
1011298,1011298,Armor (Hisako Ichiki),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990.jpg,29,12,29,0
1016825,1016825,Ultimate Spider-Man (USM),"For the past year, Peter Parker has been saving New York City from villains as the masked hero, Spider-Man. Facing thugs and evil geniuses alike, he learns how to balance heroics with homework and friends. Despite being a Super Hero, Peter is very much an average 16-year-old.  With the added responsibilities of being Spider-Man, juggling all the aspects of his life will continually challenge him.                                                                 

When S.H.I.E.L.D. Director, Nick Fury, offers Peter the chance to raise his game and become THE ULTIMATE SPIDER-MAN, Midtown High becomes a secret operations base for Spider-Man and other young heroes under the watchful eye of Fury and the schoolâ€™s new principal, Agent Coulson. ",http://i.annihil.us/u/prod/marvel/i/mg/2/50/5232171a451bb.jpg,19,8,19,0
1009153,1009153,Angel (Warren Worthington III),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,114,45,120,5
1009362,1009362,Iceman,,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c.jpg,587,168,678,22
1009573,1009573,Shadow King,"One of the oldest and more powerful mutants ever, Amahl Farouk has been a threat to mankind at least for decades. He was the first evil mutant met by Charles Xavier, convincing him of the need of the X-Men.",http://i.annihil.us/u/prod/marvel/i/mg/9/30/4ce5a16fd4182.jpg,26,15,24,2
1009256,1009256,Cyber,,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06.jpg,21,7,23,0
1009385,1009385,Karnak,,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/52740e5d96fcc.jpg,103,48,114,8
1009415,1009415,Magik (Illyana Rasputin),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52695ca8391cc.jpg,116,44,132,8
1014528,1014528,Quake (Daisy Johnson),,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/553a9abceb412.jpg,39,12,40,5
1010329,1010329,Jane Foster,,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4ce5a22b0d5f1.jpg,85,40,96,0
1009180,1009180,Beta-Ray Bill,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/52602f3e88d25.jpg,51,24,58,3
1011428,1011428,Hope Summers,,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0.jpg,100,22,136,6
1011305,1011305,Maximus,,http://i.annihil.us/u/prod/marvel/i/mg/6/80/52740f7c6f0b7.jpg,28,13,28,5
1009487,1009487,Iron Patriot,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,5,7,3
1009372,1009372,J. Jonah Jameson,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5269582835689.jpg,280,78,307,13
1009699,1009699,Vulture (Adrian Toomes),Adrian Toomes is a former electronics engineer who employs a special harness of his own design that allows him to fly and endows him with enhanced strength.,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003a7929d28.jpg,97,47,104,1
1009190,1009190,Blackheart,,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c0040a0ee5ba.jpg,9,4,10,0
1017574,1017574,Angela (Aldrif Odinsdottir),,http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,37,15,37,1
1009663,1009663,Venom (Flash Thompson),"Flash Thompson was the high school bully of Peter Parker while also being one of Spider-Man's biggest fans. After losing his legs during military service, he became the new Venom, working as an operative of the United States government.",http://i.annihil.us/u/prod/marvel/i/mg/7/80/5269668c7d5df.jpg,118,30,125,1
1011346,1011346,Ben Reilly,"Ben Reilly was the most genetically stable of the many clones of Spider-Man created by Professor Miles Warren, the Jackal.",http://i.annihil.us/u/prod/marvel/i/mg/2/20/4ce5a6abaea69.jpg,17,9,17,0
1011288,1011288,Jackal,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/4c002e7012876.jpg,43,21,50,2
1009408,1009408,Longshot,,http://i.annihil.us/u/prod/marvel/i/mg/5/60/4c003d6176aa1.jpg,86,26,105,5
1009580,1009580,Shatterstar,"Shatterstar is Gaveedra Seven, the product of bio-engineering on an otherdimensional world, who was at one point merged with an Earth mutant named Benjamin Russell, the nature of whose genetic mutation remains unknown.",http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c003c21cd9e1.jpg,136,35,161,5
1009195,1009195,Blastaar,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/52695222c22e0.jpg,36,22,46,3
1010799,1010799,Frightful Four,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c00372aafb39.jpg,19,8,28,0
1010744,1010744,Rocket Raccoon,"A genetically-engineered alien with a knack for big guns and fast ships, Rocket serves as the backbone of the Guardians of the Galaxy!",http://i.annihil.us/u/prod/marvel/i/mg/9/b0/50fec1e49298a.jpg,93,43,103,4
1009398,1009398,Leader,,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/52b0d25c3dbb9.jpg,49,16,68,2
1009583,1009583,She-Hulk (Jennifer Walters),"Seriously wounded, young lawyer Jennifer Walters was given a blood transfusion by her cousin Bruce Banner. Usually in better control of her powers and temper than the Hulk, She-Hulk has been a high profile New York lawyer as well as an upstanding member of both the Avengers and Fantastic Four.",http://i.annihil.us/u/prod/marvel/i/mg/7/20/527bb5d64599e.jpg,494,161,567,15
1009170,1009170,Baron Zemo (Heinrich Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0041f84c9fe.jpg,37,23,40,1
1009211,1009211,Bucky,,http://i.annihil.us/u/prod/marvel/i/mg/d/03/4dc8478464008.jpg,83,37,97,1
1009685,1009685,Ultron,"Arguably the greatest and certainly the most horrific creation of scientific genius Dr. Henry Pym, Ultron is a criminally insane rogue sentient robot dedicated to conquest and the extermination of humanity.",http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a838e93c0.jpg,116,53,130,6
1011104,1011104,Pride,,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4c0030ac10524.jpg,10,5,10,0
1009172,1009172,Batroc the Leaper,,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce59eb840da5.gif,31,16,37,0
1010735,1010735,Drax,,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/526032deabbff.jpg,78,42,80,3
1009477,1009477,Nova,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/51756578d2a75.jpg,194,66,267,11
1009144,1009144,A.I.M.,AIM is a terrorist organization bent on destroying the world.,http://i.annihil.us/u/prod/marvel/i/mg/6/20/52602f21f29ec.jpg,52,35,55,0
1011312,1011312,Korvac,,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a6396201b.jpg,15,9,17,0
1010726,1010726,M.O.D.O.K.,,http://i.annihil.us/u/prod/marvel/i/mg/0/03/526034ba37851.jpg,51,29,62,2
1009483,1009483,Onslaught,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/535febc427605.jpg,46,27,41,1
1011101,1011101,Butterfly,,http://i.annihil.us/u/prod/marvel/i/mg/8/00/4c0030b5dbc50.jpg,8,1,9,0
1011016,1011016,Darwin,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4.jpg,12,2,13,0
1011068,1011068,M (Monet St. Croix),,http://i.annihil.us/u/prod/marvel/i/mg/b/80/4c0030eabc66f.jpg,41,9,46,2
1009413,1009413,Madrox,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/52740fc5a4c7c.jpg,95,14,100,3
1009499,1009499,Polaris,,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/5274122562b05.jpg,271,70,314,10
1009542,1009542,Rictor,,http://i.annihil.us/u/prod/marvel/i/mg/3/03/527414130f76d.jpg,119,24,126,5
1009717,1009717,Wolfsbane,"Rahne Sinclair was an orphan in Scotland, raised by Reverend Craig, who, when her powers manifested, attempted to perform an exorcism to cast out what he perceived was the devil, after which Rahne was rescued by Doctor Moira MacTaggert who legally adopted her, and was introduced to Charles Xavier and enrolled as part of his New Mutants training team.",http://i.annihil.us/u/prod/marvel/i/mg/3/70/4c003a687658c.jpg,136,35,163,6
1010739,1010739,X-Factor Investigations,,http://i.annihil.us/u/prod/marvel/i/mg/f/80/528d35f020202.jpg,14,1,27,0
1010366,1010366,Boom Boom,"When Tabitha Smith's mutant nature manifested at age 13, she ran away from her abusive home and eventually hooked up with the New Mutants and, subsequently, X-Force.",http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a25d34245.jpg,68,19,76,7
1009309,1009309,Forge,,http://i.annihil.us/u/prod/marvel/i/mg/a/90/5269585071503.jpg,156,48,175,9
1011086,1011086,Nemesis,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,35,6,55,1
1009724,1009724,X-Force,,http://i.annihil.us/u/prod/marvel/i/mg/3/03/52603663b553d.jpg,330,48,541,8
1009538,1009538,Iron Patriot (James Rhodes),"U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine.""",http://i.annihil.us/u/prod/marvel/i/mg/6/70/526035f38cd5d.jpg,76,28,100,4
1009494,1009494,Pepper Potts,,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce188e09af9c.jpg,85,20,122,2
1009692,1009692,Toxin (Eddie Brock),,http://i.annihil.us/u/prod/marvel/i/mg/9/80/52bc827d4ed09.jpg,68,28,81,2
1009184,1009184,Black Bolt,,http://i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721.jpg,161,71,176,10
1009459,1009459,Mr. Fantastic,,http://i.annihil.us/u/prod/marvel/i/mg/d/c0/51127e9337538.jpg,587,180,783,20
1009182,1009182,Bishop,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/52602f4b42d98.jpg,304,70,384,8
1009301,1009301,Fantomex,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/535ff35da5ccd.jpg,63,17,71,4
1009513,1009513,Puck,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003c7cc0d8f.jpg,76,21,92,2
1009614,1009614,Spiral (Rita Wayword),"Spiral was created to be an agent of Mojo, the despotic leader of Mojo World, often used as his favored personal servant, executioner, and spy.",http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c003ad84f314.jpg,50,22,52,4
1009578,1009578,Shanna the She-Devil,"The only daughter of a wealthy diamond miner, Shanna grew up in the Zaire jungles, where, at age six, she witnessed her father’s accidental fatal shooting of her mother, starting a lifelong loathing of firearms.",http://i.annihil.us/u/prod/marvel/i/mg/6/e0/4d2b364a69f77.jpg,75,30,92,1
1016452,1016452,Spider-Man (Ai Apaec),,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4fce7a4d900f4.jpg,15,2,29,0
1009631,1009631,Sue Storm,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6.jpg,40,16,59,1
1009682,1009682,U.S. Agent,"With the end of the Vietnam War, John Walker thought his dreams of becoming a war hero had also ended, until he learned of the Power Broker, who could give anyone superhuman powers, which Walker used to first become Super-Patriot and later, U.S. Agent.",http://i.annihil.us/u/prod/marvel/i/mg/c/90/535febe8b095a.jpg,70,26,79,2
1009740,1009740,Arnim Zola,"The frail, dwarfish Arnim Zola was born in 1930s Switzerland where he became the world's leading biochemist and genetic engineer.",http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c.jpg,23,10,25,2
1010803,1010803,Ultimates,,http://i.annihil.us/u/prod/marvel/i/mg/2/04/4dd2e7ded884f.jpg,127,35,135,1
1011006,1011006,Wolverine (Ultimate),"Decades after participating in military airdrops with Captain America during WWII, James Howlett was abducted and experimented upon by a covert government unit, who bonded unbreakable adamantium to his skeleton, implanted three claws in each arm, dubbed him Weapon X and supposedly programmed him to kill any human he came into contact with.",http://i.annihil.us/u/prod/marvel/i/mg/9/03/531773b76840c.jpg,98,26,144,0
1011335,1011335,Maria Hill,,http://i.annihil.us/u/prod/marvel/i/mg/a/00/535ff3f5397cb.jpg,100,29,121,8
1009148,1009148,Absorbing Man,,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/5269678709fb7.jpg,96,48,109,4
1009405,1009405,Lockheed,,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6465c79c5.png,66,24,69,4
1009608,1009608,Spider-Woman (Jessica Drew),"When young Jessica Drew suffered uranium poisoning in 1931, her father was forced to inject her with his untested spider serum and seal her in a genetic accelerator.",http://i.annihil.us/u/prod/marvel/i/mg/b/50/5265479097743.jpg,288,94,301,14
1009539,1009539,Franklin Richards,"The son of Reed Richards and Susan Storm of the Fantastic Four, Franklin may one day be the most powerful person on Earth. Right now, he's the son of a genius who finds adventure and fun around every corner.",http://i.annihil.us/u/prod/marvel/i/mg/f/00/535fedbaaf234.jpg,166,54,220,8
1009525,1009525,Valeria Richards,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4d541255f088a.jpg,80,14,87,4
1009588,1009588,Sif,Sif was born a second generation goddess of Asgard and eventually became Thor's lover.,http://i.annihil.us/u/prod/marvel/i/mg/c/50/527bb6fc4ec43.jpg,171,47,182,2
1009384,1009384,Kang,,http://i.annihil.us/u/prod/marvel/i/mg/4/30/52695ed19538d.jpg,136,59,161,3
1011297,1011297,Agent Brand,,http://i.annihil.us/u/prod/marvel/i/mg/4/60/52695285d6e7e.jpg,29,7,33,0
1009675,1009675,Tombstone,"Known as Tombstone, Lonnie Lincoln filed his teeth to points to add to his already intimidating image and honed his fighting skills in numerous street fights.",http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c003a981c496.jpg,46,21,56,0
1011056,1011056,Multiple Man,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c00310e9dc27.jpg,55,16,65,2
1011035,1011035,Satana,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a46882aa9.jpg,33,15,48,0
1009223,1009223,Captain Britain,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4dbf0e5d57226.jpg,178,55,242,8
1010771,1010771,Excalibur,,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c00374eb5d5d.jpg,219,34,315,5
1009156,1009156,Apocalypse,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,126,58,126,6
1009636,1009636,Sunfire,Shiro Yoshida’s mother was exposed to the atomic devastation of Hiroshima during World War II and died giving birth to him.,http://i.annihil.us/u/prod/marvel/i/mg/7/00/53629b9e24ef5.jpg,84,38,95,6
1009536,1009536,Cecilia Reyes,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,21,8,24,2
1011386,1011386,Karma,,http://i.annihil.us/u/prod/marvel/i/mg/5/00/50febe78aacca.jpg,58,15,74,2
1009465,1009465,Mystique,,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5390dc2225782.jpg,198,74,243,10
1009476,1009476,Northstar,,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003d15985a0.jpg,107,31,123,6
1009703,1009703,Warbird,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,31,9,33,3
1009276,1009276,Doctor Octopus,,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/528d31b62eaba.jpg,168,63,181,4
1010809,1010809,Clint Barton,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,34,8,38,1
1009427,1009427,Marvel Boy,,http://i.annihil.us/u/prod/marvel/i/mg/7/d0/4c003d4a0e1c0.jpg,50,24,89,4
1011424,1011424,Miss America,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,50,5,52,0
1009714,1009714,Wiccan,"Believing himself to be one of the Scarlet Witch's twin boys, Billy Kaplan also has reality-altering powers and is a member of the Young Avengers.",http://i.annihil.us/u/prod/marvel/i/mg/2/50/4c003a6e38300.jpg,68,34,68,4
1010698,1010698,Young Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/50fec602eed20.jpg,78,25,81,4
1009495,1009495,Pestilence,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,2,13,1
1009626,1009626,Stick,"Stick, who trained both Daredevil and Elektra in the martial arts, is the leader of the warrior order called The Chaste, and has fought alongside the clan's other members against The Hand for years.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,17,7,19,1
1009670,1009670,Tigra (Greer Nelson),"Although she was able to use the cat's-head amulet to change back to her human form, Greer Nelson became so accustomed to and enamored of her feline form that she seldom made the transformation.",http://i.annihil.us/u/prod/marvel/i/mg/3/e0/526957bb909b3.jpg,127,44,149,12
1011052,1011052,Cardiac,,http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c003117e0b75.jpg,10,4,10,1
1010969,1010969,Sabretooth (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5269580126d71.jpg,21,7,21,1
1010743,1010743,Groot,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a.jpg,38,17,41,2
1010907,1010907,Dark Beast,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52602f32efdab.jpg,10,5,10,2
1009343,1009343,Hercules,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53.jpg,305,110,348,12
1010777,1010777,James Howlett,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c00374780cc6.jpg,3,2,3,0
1009555,1009555,Sage,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c003c44095cb.png,39,16,44,0
1011291,1011291,Blindfold,,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4ce5a5f7cabea.jpg,24,8,24,0
1011051,1011051,Strong Guy,"According to his own admission, Guido was a nerdy-looking kid in his early life, bullied by other children, but after he discovered his mutant ability at a young age, when he was struck by a school bus, no one bullied him again.",http://i.annihil.us/u/prod/marvel/i/mg/2/10/4c00322a3173c.jpg,69,14,75,2
1011242,1011242,Screwball,"Trained in parkour, Screwball, fairly new to the New York City superhuman criminal community, specializes in recording he crimes and broadcasting them live over the internet.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,4,14,0
1009720,1009720,Wong,"When Wong reached adulthood, the Ancient One sent him to the United States to his disciple, Doctor Stephen Strange, where has served Strange loyally and well for many years.",http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce5a21096f17.jpg,99,34,108,3
1011323,1011323,Sentinels,,http://i.annihil.us/u/prod/marvel/i/mg/4/50/4ce5a66693659.jpg,58,31,54,4
1009470,1009470,Foggy Nelson,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/4ce5a095e7625.jpg,90,34,122,3
1009648,1009648,Taskmaster,"Taskmaster first exhibited his unusual ability, called ""photographic reflexes,"" which allowed him to mimic the motion of anyone he saw, when he was a young boy.",http://i.annihil.us/u/prod/marvel/i/mg/6/c0/526957dc0c27f.jpg,109,46,130,6
1009452,1009452,Moon Knight,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/52028af90e516.jpg,312,97,372,6
1009279,1009279,Doop,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c7c646b68a2c.jpg,39,12,52,1
1011027,1011027,Captain Universe,,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c00324c12ba2.jpg,24,13,30,2
1010890,1010890,Deathlok,&nbsp;,http://i.annihil.us/u/prod/marvel/i/mg/7/10/526165a98dd8e.jpg,102,33,113,3
1010746,1010746,Nico Minoru,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541.jpg,25,12,24,1
1011376,1011376,Reptil,,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4ce5a6ff4202c.jpg,56,9,68,3
1010802,1010802,Ant-Man (Eric O'Grady),,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg,44,14,43,7
1009209,1009209,Brotherhood of Evil Mutants,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/539f01b910d91.jpg,30,13,34,0
1009233,1009233,Chamber,,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c00406e4731b.jpg,53,18,53,1
1011179,1011179,Pixie,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f2d626ee.jpg,47,15,48,4
1009627,1009627,Stilt-Man (Wibur Day),Wilbur Day was a scientist at Kaxton Labs who stole designs for a hydraulic ramming device from his company out of frustration of his position in his job.,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c003ac98d3ce.jpg,10,9,13,0
1010935,1010935,Iron Man (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95.jpg,76,28,92,0
1009624,1009624,Tony Stark,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,47,29,59,4
1009261,1009261,Carol Danvers,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,31,15,33,3
1009181,1009181,Big Wheel,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0040b26877d.jpg,2,2,2,0
1010371,1010371,Boomerang,,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c00390504a3b.jpg,45,26,49,2
1009585,1009585,Shocker (Herman Schultz),"Herman Schultz is a career criminal who, after several prison terms for robbery, built a battle suit that sent out shock waves to quickly open safes as well as give him a significant advantage over the New York police.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,38,25,42,4
1011032,1011032,Speed Demon,"James Saunders, a disgruntled chemist tired of his job with the Hudson Pharmaceutical Company of West Caldwell, New Jersey, was contacted by the Grandmaster and offered superhuman powers in exchange for joining a team that would compete on his behalf.",http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0032463bef2.jpg,7,5,8,0
1010758,1010758,Illuminati,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e.jpg,16,8,15,1
1009616,1009616,Spot,"Jonathan Ohnn was working as a research scientist on behalf of Wilson Fisk, the Kingpin of Crime.",http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4c003ad4d2e8d.jpg,16,10,20,2
1009191,1009191,Blade,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/523ca6f2b11e4.jpg,104,49,119,3
1010719,1010719,Daimon Hellstrom,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25.jpg,56,25,61,3
1009318,1009318,Ghost Rider (Johnny Blaze),,http://i.annihil.us/u/prod/marvel/i/mg/3/80/52696ba1353e7.jpg,306,84,425,6
1009159,1009159,Archangel,,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,562,139,622,20
1010906,1010906,Baron Zemo (Helmut Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035890fb0a.jpg,33,17,35,0
1011307,1011307,Star Brand,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,31,11,46,1
1010785,1010785,Echo,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00373a2629f.jpg,42,20,45,1
1009208,1009208,Brood,,http://i.annihil.us/u/prod/marvel/i/mg/d/40/5260321259f91.jpg,44,17,46,3
1010738,1010738,X-Factor,,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5274136b4372f.jpg,215,43,271,10
1009590,1009590,Silver Sable,"Silver Sable trained her entire life, becoming a master of a wide variety of weapons and training in all forms of hand-to-hand combat in preparation for the day she would inherit leadership of the Wild Pack.",http://i.annihil.us/u/prod/marvel/i/mg/9/60/535ff3a373ec3.jpg,70,30,79,0
1009568,1009568,Selene,"The long-standing Black Queen of the Hellfire Club's Inner Circle, Selene Gallio professes to have lived for several millennia, and to have been a foe of the ancient sorcerer, Kulan Gath.",http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4c003c337aff5.jpg,27,15,28,1
1017575,1017575,Captain America (Sam Wilson),"<p class=""Body"">Sam Wilson, a Harlem native, previously operated under the name Falcon, fighting alongside the Avengers. When his longtime friend Steve Rogers stepped down as Captain America, Wilson was hand-picked to fill the role. Now the former Falcon soars through the skies wearing red, white and blue.</p>",http://i.annihil.us/u/prod/marvel/i/mg/c/80/545a84a75ddaf.jpg,67,27,68,2
1009537,1009537,Rhino,,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c003c58f1a0c.jpg,75,46,82,2
1009357,1009357,Husk,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988.jpg,40,17,50,3
1010370,1010370,Alpha Flight,,http://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg,208,40,378,7
1011076,1011076,Grandmaster,,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c0030dc410d6.jpg,11,10,11,0
1011220,1011220,Mockingbird,,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/51e829af23af9.jpg,91,41,93,5
1009448,1009448,Mojo,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003d3444dce.jpg,51,31,55,2
1009171,1009171,Bastion,,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52695253215f4.jpg,37,20,37,2
1009340,1009340,Hellfire Club,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659.jpg,32,21,28,0
1009581,1009581,Sebastian Shaw,Sebastian Shaw was invited to join the elite Hellfire Club and quickly worked his way into a position within the Inner Circle.,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003c1e9a90e.jpg,41,22,42,5
1009288,1009288,Elektra,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/51114fec4a2c8.jpg,227,66,308,9
1009304,1009304,Firebrand,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,4,13,0
1011022,1011022,Super-Adaptoid,The Super-Adaptoid was created by the organization known as A.I.M. using a piece of the Cosmic Cube.,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c00325af279c.jpg,12,9,15,0
1010913,1010913,Captain America (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/80/53176a0bb810c.jpg,75,31,89,0
1009227,1009227,Carnage,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/535fee423f170.jpg,148,74,159,2
1010926,1010926,Giant-Man (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00343fc70c8.jpg,20,10,22,0
1010699,1010699,Aaron Stack,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,14,3,27,0
1009382,1009382,Juggernaut,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/528d340442cca.jpg,203,88,231,9
1010851,1010851,Mach IV,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,4,14,1
1010347,1010347,Mr. Hyde,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c7c64437b5a1.jpg,34,18,46,2
1010693,1010693,Songbird,"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism.",http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c0038da16738.jpg,43,14,48,2
1010360,1010360,Thunderbolts,"After a battle with Onslaught left the world without the majority of the heroes that made it feel safe, Baron Zemo devised a plan like no other in order to rule the world. Zemo gathered Beetle, Fixer, Goliath, Moonstone, and Screaming Mimi, all former members of the Masters of Evil, together to disguise themselves as a new heroic team in order to take advantage of the missing heroes and gain the trust of the authorities and public in general. ",http://i.annihil.us/u/prod/marvel/i/mg/b/a0/50fec50a26dc1.jpg,282,46,427,11
1011090,1011090,Brother Voodoo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,10,11,1
